genus	Control1	Control2	Control3	Control4	Control5	SynCom1	SynCom2	SynCom3	SynCom4	SynCom5
Sphingobacterium	29	0	0	0	0	35	0	0	0	0
Aerococcus	0	64	0	0	0	0	0	0	0	0
Candidimonas	0	0	64	0	0	0	0	0	0	0
Granulicatella	14	0	0	0	42	0	6	0	0	0
Candidatus_Actinomarina	0	0	0	0	58	0	0	4	0	0
Sporocytophaga	31	0	0	0	0	6	13	0	11	0
YC_ZSS_LKJ147	0	0	0	0	0	17	0	0	0	44
Marinobacter	0	60	0	0	0	0	0	0	0	0
Candidatus_Koribacter	0	0	29	20	0	0	7	0	4	0
Granulicella	0	0	0	0	0	0	0	43	0	17
Candidatus_Paracaedibacter	0	0	31	0	0	6	5	0	16	0
Kaistia	0	0	0	0	0	18	5	0	34	0
Selenomonas	0	0	0	0	0	0	0	0	57	0
Saccharofermentans	0	0	0	0	0	0	0	0	0	57
Polymorphobacter	0	0	56	0	0	0	0	0	0	0
Raineya	0	0	0	56	0	0	0	0	0	0
UCG_003	0	0	0	56	0	0	0	0	0	0
Leuconostoc	17	0	0	0	0	20	18	0	0	0
Defluviimonas	0	42	0	0	0	13	0	0	0	0
Xanthobacter	0	0	0	0	0	0	22	0	10	23
Geodermatophilus	0	0	0	0	0	13	0	0	0	40
Sulfuricella	0	0	0	52	0	0	0	0	0	0
Neochlamydia	0	0	36	0	0	0	2	0	8	4
Chthoniobacter	0	36	0	0	0	3	0	7	3	0
Lactiplantibacillus	0	0	49	0	0	0	0	0	0	0
Lacunisphaera	0	0	0	49	0	0	0	0	0	0
Synechococcus_CC9902	0	0	0	22	2	25	0	0	0	0
Pandoraea	0	0	0	0	0	20	0	0	0	28
Rhodobacteraceae_bacterium_REDSEA_S29_B10	0	0	0	0	0	0	0	0	9	38
Megasphaera	11	0	0	20	0	0	0	15	0	0
Saccharomonospora	0	0	46	0	0	0	0	0	0	0
Gluconobacter	0	0	0	46	0	0	0	0	0	0
Lactivibrio	0	0	0	15	0	0	0	31	0	0
Chujaibacter	0	0	0	0	0	46	0	0	0	0
UTBCD1	0	0	0	0	0	0	10	0	36	0
Aquisphaera	0	0	0	0	0	0	0	46	0	0
Phascolarctobacterium	45	0	0	0	0	0	0	0	0	0
Vicinamibacter	0	0	0	0	45	0	0	0	0	0
Ornithobacterium	0	0	0	0	45	0	0	0	0	0
Mailhella	0	0	0	44	0	0	0	0	0	0
Filimonas	17	0	0	15	0	0	11	0	0	0
hgcI_clade	35	0	0	0	0	0	0	0	0	7
Chthonomonas	9	33	0	0	0	0	0	0	0	0
Crenobacter	3	28	0	0	0	11	0	0	0	0
Syner_01	0	12	0	25	0	0	0	0	0	5
Rhodoferax	0	0	0	0	41	0	0	0	0	0
Sulfuricurvum	0	0	0	0	0	0	0	0	41	0
Persicitalea	25	0	0	0	0	15	0	0	0	0
Tuzzerella	23	0	0	0	0	0	0	0	17	0
Clostridiales_bacterium_42_27	0	0	0	40	0	0	0	0	0	0
Harryflintia	0	0	0	0	0	11	7	0	22	0
Aetherobacter	15	0	0	10	0	14	0	0	0	0
Fournierella	0	0	19	16	0	0	0	0	4	0
Kosakonia	0	0	0	39	0	0	0	0	0	0
Propionicimonas	0	0	0	0	0	0	0	0	39	0
Mesotoga	0	7	0	0	0	0	0	31	0	0
Stella	0	0	0	0	0	11	6	0	21	0
Longispora	0	0	37	0	0	0	0	0	0	0
Peredibacter	0	0	0	37	0	0	0	0	0	0
Skermanella	0	0	0	0	23	0	0	0	14	0
Clostridium_sensu_stricto_3	0	0	0	0	0	37	0	0	0	0
ADurb.Bin063_1	0	0	15	0	0	0	3	8	10	0
Sphaerisporangium	0	0	0	0	0	0	10	0	9	17
Hassallia	7	0	0	5	0	14	3	0	6	0
MM2	5	0	0	0	0	0	20	0	10	0
Aurantisolimonas	0	0	25	0	0	10	0	0	0	0
Telmatospirillum	0	0	0	0	0	13	19	0	3	0
Myroides	0	0	0	0	0	0	0	0	0	35
Butyricimonas	21	0	0	0	9	0	0	4	0	0
Lawsonella	0	0	0	0	34	0	0	0	0	0
Clostridium_sensu_stricto_5	0	0	0	0	0	24	10	0	0	0
OLB12	0	0	0	0	0	8	13	0	0	13
Aquibacter	0	0	0	0	0	0	0	0	34	0
Collinsella	16	0	11	6	0	0	0	0	0	0
BIyi10	0	0	17	0	0	16	0	0	0	0
Mesoplasma	0	0	0	0	33	0	0	0	0	0
Clostridium_sensu_stricto_15	0	0	0	0	0	30	3	0	0	0
Pelagibacterium	14	0	0	0	0	0	4	14	0	0
Micropepsis	0	0	0	0	0	0	13	0	19	0
Candidatus_Hepatoplasma	0	0	0	0	0	31	0	0	0	0
NS3a_marine_group	0	0	0	0	0	31	0	0	0	0
B276_D12	0	0	0	0	0	31	0	0	0	0
Siccirubricoccus	0	0	0	0	0	0	0	0	31	0
Candidatus_Nucleicultrix	30	0	0	0	0	0	0	0	0	0
Spirochaeta	13	0	17	0	0	0	0	0	0	0
Paraprevotella	0	0	30	0	0	0	0	0	0	0
Inhella	0	0	0	30	0	0	0	0	0	0
Rhodococcus	0	29	0	0	0	0	0	0	0	0
Aliidiomarina	0	29	0	0	0	0	0	0	0	0
Acidicapsa	0	0	0	29	0	0	0	0	0	0
Pseudorhodoferax	0	0	0	0	0	15	0	0	14	0
Dorea	0	0	0	0	0	11	0	0	18	0
Pseudarthrobacter	0	0	0	0	0	0	0	29	0	0
Candidatus_Bacilloplasma	0	0	0	0	0	0	0	0	29	0
Veillonella	0	0	0	0	0	0	0	0	29	0
Parvibacter	6	0	0	0	0	22	0	0	0	0
[Cytophaga]_xylanolytica_group	0	28	0	0	0	0	0	0	0	0
Flavisolibacter_sp.	0	0	7	14	7	0	0	0	0	0
Parapedobacter	0	0	0	0	0	0	0	0	28	0
Pseudoscardovia	27	0	0	0	0	0	0	0	0	0
Terrimicrobium	9	0	18	0	0	0	0	0	0	0
Promicromonospora	9	0	10	0	0	8	0	0	0	0
Kribbella	8	0	0	0	7	0	5	0	0	7
bacterium_WX65	6	21	0	0	0	0	0	0	0	0
Exiguobacterium	0	0	0	0	27	0	0	0	0	0
Clostridioides	0	0	0	0	0	27	0	0	0	0
Erysipelotrichaceae_UCG_006	26	0	0	0	0	0	0	0	0	0
Prevotellaceae_Ga6A1_group	26	0	0	0	0	0	0	0	0	0
Leptolyngbya_ANT.L52.2	26	0	0	0	0	0	0	0	0	0
Sharpea	9	0	0	0	7	10	0	0	0	0
JGI_0000079_D21	3	0	0	0	0	0	0	0	0	23
Robbsia	0	11	0	0	0	0	0	0	0	15
Lachnospiraceae_UCG_010	0	0	0	0	0	0	0	0	0	26
Leptotrichia	0	0	0	0	0	0	0	0	0	26
Lachnospiraceae_NK3A20_group	13	0	0	0	0	0	12	0	0	0
Adhaeribacter	0	8	0	0	4	0	4	0	9	0
Catellatospora	0	0	0	25	0	0	0	0	0	0
Candidatus_Megaira	0	0	0	25	0	0	0	0	0	0
Runella	0	0	0	0	0	25	0	0	0	0
Methylotenera	0	0	0	0	0	11	14	0	0	0
Actinocorallia	11	0	0	0	0	0	8	5	0	0
Kocuria	0	0	24	0	0	0	0	0	0	0
Dietzia	0	0	0	0	0	24	0	0	0	0
Clostridium_sensu_stricto_7	0	0	0	0	0	24	0	0	0	0
Dethiobacter	0	0	0	0	0	24	0	0	0	0
Ancalomicrobium	0	0	0	0	0	14	0	0	10	0
UCG_004	23	0	0	0	0	0	0	0	0	0
Azospira	0	0	0	0	0	5	3	0	15	0
Aneurinibacillus	0	0	0	0	0	0	10	0	13	0
Sporosarcina	6	0	0	0	0	0	10	0	6	0
NS5_marine_group	0	13	5	2	0	0	0	0	0	2
Polynucleobacter	0	0	0	0	0	22	0	0	0	0
Bacteroidetes_bacterium_GWF2_29_10	0	0	0	0	0	0	0	0	22	0
Kutzneria	0	0	0	21	0	0	0	0	0	0
Rheinheimera	0	0	0	21	0	0	0	0	0	0
Geminicoccus	0	0	0	0	0	21	0	0	0	0
Anaerocolumna	0	0	0	0	0	0	21	0	0	0
Pedosphaera	0	0	0	0	0	0	0	21	0	0
Defluviitaleaceae_UCG_011	0	0	0	0	0	0	0	21	0	0
Oleiphilus	0	0	0	0	20	0	0	0	0	0
Shimazuella	0	0	0	0	0	20	0	0	0	0
Microbispora	0	0	0	0	0	20	0	0	0	0
Thermincola	0	0	0	0	0	20	0	0	0	0
Lachnospiraceae_FCS020_group	0	0	0	0	0	7	0	0	0	13
Actinocatenispora	0	19	0	0	0	0	0	0	0	0
Opitutus	0	5	0	0	14	0	0	0	0	0
Williamsia	0	0	19	0	0	0	0	0	0	0
Teredinibacter	0	0	0	0	0	19	0	0	0	0
Cellvibrio	0	0	0	0	0	13	6	0	0	0
Rodentibacter	0	0	0	0	0	0	0	0	19	0
Anaeroplasma	18	0	0	0	0	0	0	0	0	0
JdFR_76	18	0	0	0	0	0	0	0	0	0
Agathobacter	18	0	0	0	0	0	0	0	0	0
Kallotenue	2	0	0	6	0	0	0	0	0	10
Desulfallas_Sporotomaculum	0	0	0	0	0	18	0	0	0	0
Dinghuibacter	0	0	0	0	0	0	16	0	2	0
Desulfovermiculus	0	0	0	0	0	0	0	18	0	0
Aminobacter	0	0	0	0	0	0	0	0	18	0
Thermoflavimicrobium	17	0	0	0	0	0	0	0	0	0
Ruminofilibacter	17	0	0	0	0	0	0	0	0	0
possible_genus_04	0	0	13	0	4	0	0	0	0	0
Oxobacter	0	0	0	0	0	17	0	0	0	0
Ochrobactrum	0	0	0	0	0	10	7	0	0	0
Lautropia	0	16	0	0	0	0	0	0	0	0
Herbaspirillum	0	10	0	0	0	0	0	0	0	6
Pseudorhodobacter	0	0	0	0	0	16	0	0	0	0
CHKCI001	0	0	0	0	0	0	16	0	0	0
Bacteroidetes_bacterium_UKL13_3	0	0	0	0	0	0	0	0	16	0
Niveispirillum	0	0	0	0	0	0	0	0	16	0
Lachnospiraceae_XPB1014_group	0	0	0	0	0	0	0	0	16	0
Calorithrix	15	0	0	0	0	0	0	0	0	0
Aridibacter	0	0	0	15	0	0	0	0	0	0
Carboxylicivirga	0	0	0	0	13	2	0	0	0	0
Pasteurella	0	0	0	0	0	15	0	0	0	0
Magnetospirillum	0	0	0	0	0	15	0	0	0	0
Salinicoccus	14	0	0	0	0	0	0	0	0	0
Succinivibrionaceae_UCG_001	14	0	0	0	0	0	0	0	0	0
Acetobacteraceae_bacterium_WX59	14	0	0	0	0	0	0	0	0	0
PMMR1	14	0	0	0	0	0	0	0	0	0
Barnesiella	6	0	0	0	0	0	8	0	0	0
Saccharopolyspora	0	0	11	0	0	3	0	0	0	0
endosymbionts	0	0	0	0	7	0	0	0	7	0
Thermoactinomyces	0	0	0	0	0	0	14	0	0	0
Halioxenophilus	0	0	0	0	0	0	0	14	0	0
Finegoldia	0	0	0	0	0	0	0	0	14	0
Lachnoanaerobaculum	0	0	0	0	0	0	0	0	14	0
Croceicoccus	13	0	0	0	0	0	0	0	0	0
Oscillospira	13	0	0	0	0	0	0	0	0	0
Arthrobacter	6	0	0	0	7	0	0	0	0	0
Alicyclobacillus	0	0	13	0	0	0	0	0	0	0
Cavicella	0	0	13	0	0	0	0	0	0	0
Sutterella	0	0	13	0	0	0	0	0	0	0
Luteitalea	0	0	0	0	3	0	0	0	10	0
Brachybacterium	0	0	0	0	0	13	0	0	0	0
Silvanigrella	0	0	0	0	0	13	0	0	0	0
Baia	0	0	0	0	0	0	13	0	0	0
Nitrospirillum	0	0	0	0	0	0	0	0	13	0
Desulfofarcimen	0	0	0	0	0	0	0	0	13	0
Candidatus_Aquirestis	12	0	0	0	0	0	0	0	0	0
Actinobacillus	12	0	0	0	0	0	0	0	0	0
Archangium	12	0	0	0	0	0	0	0	0	0
Latilactobacillus	12	0	0	0	0	0	0	0	0	0
Desulfobulbus	7	0	0	0	0	0	5	0	0	0
Occallatibacter	2	0	0	3	0	7	0	0	0	0
alpha_proteobacterium_SCGC_AAA015_N04	0	12	0	0	0	0	0	0	0	0
Cellulosimicrobium	0	0	12	0	0	0	0	0	0	0
Blastocatella	0	0	0	12	0	0	0	0	0	0
Flectobacillus	0	0	0	2	10	0	0	0	0	0
Caproiciproducens	0	0	0	0	12	0	0	0	0	0
Sarcina	0	0	0	0	0	12	0	0	0	0
Symbiobacterium	0	0	0	0	0	12	0	0	0	0
Candidatus_Amoebophilus	0	0	0	0	0	8	4	0	0	0
Perlucidibaca	0	0	0	0	0	6	1	0	0	5
Desulfurispora	0	0	0	0	0	0	12	0	0	0
Propionivibrio	0	0	0	0	0	0	6	0	6	0
Fusicatenibacter	0	0	0	0	0	0	0	0	12	0
Coriobacteriaceae_UCG_003	0	0	0	0	0	0	0	0	12	0
Kerstersia	0	0	0	0	0	0	0	0	12	0
Arcicella	0	0	0	0	0	0	0	0	0	12
Woeseia	0	0	0	0	0	0	0	0	0	12
Succinivibrio	11	0	0	0	0	0	0	0	0	0
Lederbergia	11	0	0	0	0	0	0	0	0	0
Wolbachia	11	0	0	0	0	0	0	0	0	0
Leucothrix	11	0	0	0	0	0	0	0	0	0
Gemmatirosa	8	0	0	0	0	0	3	0	0	0
MB11C04_marine_group	2	0	0	0	0	0	0	9	0	0
Cyanobium_PCC_6307	0	0	0	11	0	0	0	0	0	0
Fastidiosipila	0	0	0	0	0	11	0	0	0	0
Longimicrobium	0	0	0	0	0	11	0	0	0	0
Azovibrio	0	0	0	0	0	11	0	0	0	0
Aestuariimicrobium	0	0	0	0	0	0	11	0	0	0
Ferrovum	0	0	0	0	0	0	0	0	11	0
Formivibrio	0	0	10	0	0	0	0	0	0	0
Uliginosibacterium	0	0	10	0	0	0	0	0	0	0
Ureaplasma	0	0	0	5	0	3	2	0	0	0
Olivibacter	0	0	0	0	10	0	0	0	0	0
bacterium_Ellin6537	0	0	0	0	0	10	0	0	0	0
Emticicia	0	0	0	0	0	10	0	0	0	0
Sulfuritalea	0	0	0	0	0	0	10	0	0	0
Pasteuria	0	0	0	0	0	0	10	0	0	0
Methylophilus	0	0	0	0	0	0	0	0	10	0
Erysipelotrichaceae_UCG_009	9	0	0	0	0	0	0	0	0	0
Empedobacter	9	0	0	0	0	0	0	0	0	0
Lewinella	9	0	0	0	0	0	0	0	0	0
Tolumonas	9	0	0	0	0	0	0	0	0	0
Arcobacter	0	9	0	0	0	0	0	0	0	0
Ellin6055	0	9	0	0	0	0	0	0	0	0
Caedibacter	0	0	9	0	0	0	0	0	0	0
Litoricola	0	0	0	0	0	9	0	0	0	0
alpha_proteobacterium_HIMB59	0	0	0	0	0	0	9	0	0	0
Laceyella	0	0	0	0	0	0	9	0	0	0
bacterium_LWQ8	0	0	0	0	0	0	0	0	9	0
bacterium_YC_ZSS_LKJ159	0	0	0	0	0	0	0	0	9	0
Taibaiella	8	0	0	0	0	0	0	0	0	0
Methylobacillus	8	0	0	0	0	0	0	0	0	0
Desulfotomaculum	4	0	0	0	0	0	4	0	0	0
Stenotrophobacter	0	0	8	0	0	0	0	0	0	0
NS2b_marine_group	0	0	8	0	0	0	0	0	0	0
Pigmentiphaga	0	0	0	0	0	8	0	0	0	0
KD3_10	0	0	0	0	0	0	0	0	8	0
Trichlorobacter	0	0	0	0	0	0	0	0	8	0
Arsenicibacter	7	0	0	0	0	0	0	0	0	0
Anaerostignum	7	0	0	0	0	0	0	0	0	0
Rhizomicrobium	7	0	0	0	0	0	0	0	0	0
Komagataeibacter	7	0	0	0	0	0	0	0	0	0
Thiohalophilus	0	7	0	0	0	0	0	0	0	0
Caldibacillus	0	0	7	0	0	0	0	0	0	0
Pseudoalteromonas	0	0	0	0	7	0	0	0	0	0
Nevskia	0	0	0	0	0	7	0	0	0	0
Desulfopila	0	0	0	0	0	7	0	0	0	0
Candidatus_Accumulibacter	0	0	0	0	0	7	0	0	0	0
Methylobacter	0	0	0	0	0	0	0	7	0	0
Sva0081_sediment_group	0	0	0	0	0	0	0	0	7	0
Candidatus_Captivus	0	0	0	0	0	0	0	0	7	0
Apibacter	0	0	0	0	0	0	0	0	0	7
Desulfohalotomaculum	6	0	0	0	0	0	0	0	0	0
E1B_B3_114	6	0	0	0	0	0	0	0	0	0
Aquimonas	6	0	0	0	0	0	0	0	0	0
Candidatus_Methylopumilus	0	6	0	0	0	0	0	0	0	0
Aeromicrobium	0	0	6	0	0	0	0	0	0	0
Aestuariimonas	0	0	0	0	6	0	0	0	0	0
TM7x	0	0	0	0	0	6	0	0	0	0
Thalassobaculum	0	0	0	0	0	6	0	0	0	0
Salinirepens	0	0	0	0	0	6	0	0	0	0
Chishuiella	0	0	0	0	0	0	6	0	0	0
Arcticibacter	0	0	0	0	0	0	0	6	0	0
Acrocarpospora	0	0	0	0	0	0	0	0	6	0
Tahibacter	0	0	0	0	0	0	0	0	6	0
Acidipila_Silvibacterium	0	0	0	0	0	0	0	0	6	0
Paucimonas	0	0	0	0	0	0	0	0	6	0
S50_wastewater_sludge_group	5	0	0	0	0	0	0	0	0	0
Chromohalobacter	5	0	0	0	0	0	0	0	0	0
Mariniradius	0	0	1	0	0	0	0	0	0	4
Maribacter	0	0	0	0	5	0	0	0	0	0
Candidatus_Competibacter	0	0	0	0	0	5	0	0	0	0
Methylocaldum	0	0	0	0	0	5	0	0	0	0
Sumerlaea	0	0	0	0	0	0	5	0	0	0
Lachnospiraceae_ND3007_group	0	0	0	0	0	0	5	0	0	0
Fenollaria	0	0	0	0	0	0	5	0	0	0
Sphingosinicella	0	0	0	0	0	0	0	0	5	0
Galbibacter	0	0	0	0	0	0	0	0	5	0
Marinifilum	0	0	0	0	0	0	0	0	0	5
Pelotomaculum	4	0	0	0	0	0	0	0	0	0
Atopobium	0	4	0	0	0	0	0	0	0	0
Acidobacteria_bacterium_SCN_69_37	0	0	4	0	0	0	0	0	0	0
Propionigenium	0	0	0	0	4	0	0	0	0	0
Thiovirga	0	0	0	0	0	4	0	0	0	0
Desulfatiglans	0	0	0	0	0	4	0	0	0	0
Permianibacter	0	0	0	0	0	0	4	0	0	0
Gordonia	0	0	0	0	0	0	0	0	4	0
Sh765B_TzT_35	0	0	3	0	0	0	0	0	0	0
Thermaerobacter	0	0	0	3	0	0	0	0	0	0
Succinispira	0	0	0	0	3	0	0	0	0	0
Cerasicoccus	0	0	0	0	3	0	0	0	0	0
Sulfurimonas	0	0	0	0	0	3	0	0	0	0
Limnohabitans	0	0	0	0	0	0	3	0	0	0
unidentified_marine_bacterioplankton	0	0	0	0	0	0	3	0	0	0
AKYG587	0	0	0	0	0	0	3	0	0	0
Candidatus_Nitrosopumilus	0	0	0	0	0	0	0	3	0	0
Paeniglutamicibacter	0	0	0	0	0	0	0	3	0	0
Longilinea	0	0	0	0	0	0	0	0	3	0
Anaerolinea	2	0	0	0	0	0	0	0	0	0
DEV008	2	0	0	0	0	0	0	0	0	0
Luteolibacter	0	0	2	0	0	0	0	0	0	0
Actinospica	0	0	0	2	0	0	0	0	0	0
Patulibacter	0	0	0	2	0	0	0	0	0	0
Cloacibacterium	0	0	0	0	2	0	0	0	0	0
BSV13	0	0	0	0	0	2	0	0	0	0
Pirellula	0	0	0	0	0	0	0	2	0	0
Pelobacter_sp._A3b3	0	0	0	0	0	0	0	0	2	0
Phycisphaera	0	0	0	0	0	0	0	0	0	2
